,type,sms,processedSMS,filteredSMS
147,0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,say explicitli told nora know someon probabl gon na bother,"['say', 'explicitli', 'told', 'nora', 'know', 'someon', 'probabl', 'gon', 'na', 'bother']"
148,0,No break time one... How... I come out n get my stuff fr  _?,break time one come n get stuff fr,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr']"
149,0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,"['sometim', 'heart', 'remembr', 'someon', 'much', 'forget', 'someon', 'soon', 'bcoz', 'heart', 'like', 'everyon', 'like', 'one', 'rememb', 'everytim', 'bslvyl']"
150,0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorri never hear unless book one kinda joke thet realli look skinni white girl one line much camera someth like cast look,"['sorri', 'never', 'hear', 'unless', 'book', 'one', 'kinda', 'joke', 'thet', 'realli', 'look', 'skinni', 'white', 'girl', 'one', 'line', 'much', 'camera', 'someth', 'like', 'cast', 'look']"
151,0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",fuck babe miss sooooo much wish sleep bed lone go sleep dream love,"['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lone', 'go', 'sleep', 'dream', 'love']"
152,0,See the forwarding message for proof,see forward messag proof,"['see', 'forward', 'messag', 'proof']"
153,0,Don no da:)whats you plan?,da what plan,"['da', 'what', 'plan']"
154,0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,"['wnevr', 'wana', 'fal', 'luv', 'vth', 'book', 'bed', 'fal', 'luv', 'vth', 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'import', 'alwa', 'gud', 'eveb']"
155,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream,"['somewher', 'beneath', 'pale', 'moon', 'light', 'someon', 'think', 'u', 'dream', 'come', 'true', 'goodnit', 'amp', 'sweet', 'dream']"
156,0,Are you staying in town ?,stay town,"['stay', 'town']"
157,0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,love set soul fire spark flame big rawr flame xoxo,"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawr', 'flame', 'xoxo']"
158,0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,sch fr 4 6 dun haf da book sch home,"['sch', 'fr', '4', '6', 'dun', 'haf', 'da', 'book', 'sch', 'home']"
159,0,I'm at home. Please call,home pleas call,"['home', 'pleas', 'call']"
160,0,Morning only i can ok.,morn ok,"['morn', 'ok']"
161,0,Are you ok. What happen to behave like this,ok happen behav like,"['ok', 'happen', 'behav', 'like']"
162,0,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,eh u rememb 2 spell name ye v naughti make v wet,"['eh', 'u', 'rememb', '2', 'spell', 'name', 'ye', 'v', 'naughti', 'make', 'v', 'wet']"
163,0,Get ready for  &lt;#&gt;  inches of pleasure...,get readi lt gt inch pleasur,"['get', 'readi', 'lt', 'gt', 'inch', 'pleasur']"
164,0,No..few hours before.went to hair cut .,hour went hair cut,"['hour', 'went', 'hair', 'cut']"
165,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,adult would learn experi real danger dont like peep use drug dont need comment,"['adult', 'would', 'learn', 'experi', 'real', 'danger', 'dont', 'like', 'peep', 'use', 'drug', 'dont', 'need', 'comment']"
166,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",lot use one babe model help youi bring match,"['lot', 'use', 'one', 'babe', 'model', 'help', 'youi', 'bring', 'match']"
167,0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ye start send request make pain came back back bed doubl coin factori got ta cash nitro,"['ye', 'start', 'send', 'request', 'make', 'pain', 'came', 'back', 'back', 'bed', 'doubl', 'coin', 'factori', 'got', 'ta', 'cash', 'nitro']"
168,0,You busy or can I come by at some point and figure out what we're doing tomorrow,busi come point figur tomorrow,"['busi', 'come', 'point', 'figur', 'tomorrow']"
169,0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great hope like man well endow lt gt inch,"['great', 'hope', 'like', 'man', 'well', 'endow', 'lt', 'gt', 'inch']"
170,0,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today,"['superb', 'thought', 'grate', 'u', 'dont', 'everyth', 'u', 'want', 'mean', 'u', 'still', 'opportun', 'happier', 'tomorrow', 'u', 'today']"
171,0,Convey my regards to him,convey regard,"['convey', 'regard']"
172,0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",noth meant money enter account bank remov flat rate someon transfer lt gt account lt gt dollar got remov bank differ charg also differ sure trust 9ja person send account detail co,"['noth', 'meant', 'money', 'enter', 'account', 'bank', 'remov', 'flat', 'rate', 'someon', 'transfer', 'lt', 'gt', 'account', 'lt', 'gt', 'dollar', 'got', 'remov', 'bank', 'differ', 'charg', 'also', 'differ', 'sure', 'trust', '9ja', 'person', 'send', 'account', 'detail', 'co']"
173,0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,"['one', 'day', 'crab', 'run', 'sea', 'shore', 'wave', 'came', 'n', 'clear', 'footprint', 'crab', 'crab', 'ask', 'frnd', 'r', 'u', 'clear', 'beauti', 'footprint', 'wave', 'repli', 'fox', 'follow', 'ur', 'footprint', 'catch', 'that', 'clear', 'frndsship', 'never', 'let', 'u', 'dwn', 'gud', 'nyt']"
174,0,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",pick variou point go 2 yeovil motor project 4 3 hour u take home 12 2 5 30 max easi,"['pick', 'variou', 'point', 'go', '2', 'yeovil', 'motor', 'project', '4', '3', 'hour', 'u', 'take', 'home', '12', '2', '5', '30', 'max', 'easi']"
175,0,Hey what are you doing. Y no reply pa..,hey repli pa,"['hey', 'repli', 'pa']"
176,0,Dunno y u ask me.,dunno u ask,"['dunno', 'u', 'ask']"
177,0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,real u get yo need 2 ticket one jacket done alreadi use multi,"['real', 'u', 'get', 'yo', 'need', '2', 'ticket', 'one', 'jacket', 'done', 'alreadi', 'use', 'multi']"
178,0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",imposs argu alway treat like sub like never releas remind necessari,"['imposs', 'argu', 'alway', 'treat', 'like', 'sub', 'like', 'never', 'releas', 'remind', 'necessari']"
179,0,"Doing nothing, then u not having dinner w us?",noth u dinner w us,"['noth', 'u', 'dinner', 'w', 'us']"
180,0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",speak bcaz mobil problem listen cann listen voic call later,"['speak', 'bcaz', 'mobil', 'problem', 'listen', 'cann', 'listen', 'voic', 'call', 'later']"
181,0,Nobody can decide where to eat and dad wants Chinese,nobodi decid eat dad want chines,"['nobodi', 'decid', 'eat', 'dad', 'want', 'chines']"
182,0,My uncles in Atlanta. Wish you guys a great semester.,uncl atlanta wish guy great semest,"['uncl', 'atlanta', 'wish', 'guy', 'great', 'semest']"
183,0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,oic co n si got lunch today dad went dunno whether 2 eat sch wat,"['oic', 'co', 'n', 'si', 'got', 'lunch', 'today', 'dad', 'went', 'dunno', 'whether', '2', 'eat', 'sch', 'wat']"
184,0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",perhap much easi give account identif tomorrow uni,"['perhap', 'much', 'easi', 'give', 'account', 'identif', 'tomorrow', 'uni']"
185,0,"It'll be tough, but I'll do what I have to",tough,['tough']
186,0,"Sorry pa, i dont knw who ru pa?",sorri pa dont knw ru pa,"['sorri', 'pa', 'dont', 'knw', 'ru', 'pa']"
187,0,Aight well keep me informed,aight well keep inform,"['aight', 'well', 'keep', 'inform']"
188,0,Just got up. have to be out of the room very soon.    _. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,got room soon put clock back til 8 shout everyon get realis 7 wahay anoth hour bed,"['got', 'room', 'soon', 'put', 'clock', 'back', 'til', '8', 'shout', 'everyon', 'get', 'realis', '7', 'wahay', 'anoth', 'hour', 'bed']"
189,0,We'll join the  &lt;#&gt;  bus,join lt gt bu,"['join', 'lt', 'gt', 'bu']"
190,0,Fine i miss you very much.,fine miss much,"['fine', 'miss', 'much']"
191,0,Yar... I tot u knew dis would happen long ago already.,yar tot u knew di would happen long ago alreadi,"['yar', 'tot', 'u', 'knew', 'di', 'would', 'happen', 'long', 'ago', 'alreadi']"
192,0,I.ll hand her my phone to chat wit u,hand phone chat wit u,"['hand', 'phone', 'chat', 'wit', 'u']"
193,0,I send the print  outs da.,send print out da,"['send', 'print', 'out', 'da']"
194,0,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rush work school rush go hungri,"['rush', 'work', 'school', 'rush', 'go', 'hungri']"
195,0,When did you get to the library,get librari,"['get', 'librari']"
196,0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",love know feel make belli warm wish love shall meet dream ahmad ador kiss,"['love', 'know', 'feel', 'make', 'belli', 'warm', 'wish', 'love', 'shall', 'meet', 'dream', 'ahmad', 'ador', 'kiss']"
197,0,Your pussy is perfect!,pussi perfect,"['pussi', 'perfect']"
198,0,Why do you ask princess?,ask princess,"['ask', 'princess']"
199,0,Love you aathi..love u lot..,love aathi love u lot,"['love', 'aathi', 'love', 'u', 'lot']"
200,0,All will come alive.better correct any good looking figure there itself..,come aliv better correct good look figur,"['come', 'aliv', 'better', 'correct', 'good', 'look', 'figur']"
201,0,Oi when you gonna ring,oi gon na ring,"['oi', 'gon', 'na', 'ring']"
202,0,Ok lor. I'm in town now lei.,ok lor town lei,"['ok', 'lor', 'town', 'lei']"
203,0,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,"['amaz', 'quot', 'sometim', 'life', 'difficult', 'decid', 'what', 'wrong', 'lie', 'bring', 'smile', 'truth', 'bring', 'tear']"
204,0,Oh god i am happy to see your message after 3 days,oh god happi see messag 3 day,"['oh', 'god', 'happi', 'see', 'messag', '3', 'day']"
205,0,Takin a shower now but yeah I'll leave when I'm done,takin shower yeah leav done,"['takin', 'shower', 'yeah', 'leav', 'done']"
206,0,"Total disappointment, when I texted you was the craziest shit got :(",total disappoint text craziest shit got,"['total', 'disappoint', 'text', 'craziest', 'shit', 'got']"
207,0,Ok lor  _ reaching then message me.,ok lor reach messag,"['ok', 'lor', 'reach', 'messag']"
208,0,Don      t give a flying monkeys wot they think and I certainly don      t mind. Any friend of mine and all that!,give fli monkey wot think certainli mind friend mine,"['give', 'fli', 'monkey', 'wot', 'think', 'certainli', 'mind', 'friend', 'mine']"
209,0,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",height oh shit situat guy throw luv letter gal fall brother head who gay,"['height', 'oh', 'shit', 'situat', 'guy', 'throw', 'luv', 'letter', 'gal', 'fall', 'brother', 'head', 'who', 'gay']"
210,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,puriti friendship two smile read forward messag smile see name gud evng,"['puriti', 'friendship', 'two', 'smile', 'read', 'forward', 'messag', 'smile', 'see', 'name', 'gud', 'evng']"
211,0,Its a part of checking IQ,part check iq,"['part', 'check', 'iq']"
212,0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy father john john joy father u an th hav lt gt iq ti ia question tri answer,"['joy', 'father', 'john', 'john', 'joy', 'father', 'u', 'an', 'th', 'hav', 'lt', 'gt', 'iq', 'ti', 'ia', 'question', 'tri', 'answer']"
213,0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank,"['sir', 'late', 'pay', 'rent', 'past', 'month', 'pay', 'lt', 'gt', 'charg', 'felt', 'would', 'inconsider', 'nag', 'someth', 'give', 'great', 'cost', 'didnt', 'speak', 'howev', 'recess', 'wont', 'abl', 'pay', 'charg', 'month', 'henc', 'askin', 'well', 'ahead', 'month', 'end', 'pleas', 'help', 'thank']"
214,0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,2 student solv cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer u r brilliant 1thing got answr,"['2', 'student', 'solv', 'cat', 'question', 'xam', '5', '3', '2', 'lt', 'gt', '9', '2', '4', 'lt', 'gt', '8', '6', '3', 'lt', 'gt', '7', '2', '5', 'tell', 'answer', 'u', 'r', 'brilliant', '1thing', 'got', 'answr']"
